"","municipio","low_cost","max(precio_gasoleo_a)","min(precio_gasoleo_a)","mean(precio_gasoleo_a)","max(precio_gasolina_95_e5_premium)","min(precio_gasolina_95_e5_premium)","mean(precio_gasolina_95_e5_premium)"
"191","Alcubillas","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"192","Alcublas","low_cost",1.359,1.359,1.359,NA,NA,NA
"193","Alcúdia","no_low_cost",1.445,1.429,1.438,NA,NA,NA
"194","Alcúdia (l')","low_cost",1.299,1.269,1.28733333333333,NA,NA,NA
"195","Alcúdia de Crespins (l')","low_cost",1.289,1.289,1.289,NA,NA,NA
"196","Alcúdia de Crespins (l')","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"197","Alcuéscar","low_cost",NA,NA,NA,NA,NA,NA
"198","Alcuéscar","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"199","Aldaia","low_cost",1.379,1.197,1.2624,NA,NA,NA
"200","Aldaia","no_low_cost",1.389,1.258,1.33866666666667,NA,NA,NA
"201","Aldea (L')","low_cost",1.489,1.489,1.489,NA,NA,NA
"202","Aldea (L')","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"203","Aldea de San Nicolás (La)","low_cost",1.094,1.094,1.094,NA,NA,NA
"204","Aldea del Cano","low_cost",1.429,1.429,1.429,NA,NA,NA
"205","Aldea del Fresno","no_low_cost",1.429,1.429,1.429,1.614,1.614,1.614
"206","Aldea del Rey","low_cost",1.299,1.27,1.2845,NA,NA,NA
"207","Aldeamayor de San Martín","low_cost",1.399,1.297,1.348,NA,NA,NA
"208","Aldeanueva de Ebro","low_cost",1.309,1.309,1.309,NA,NA,NA
"209","Aldeanueva de Figueroa","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"210","Aldeanueva del Camino","no_low_cost",1.429,1.399,1.414,NA,NA,NA
"211","Aldeaseca","low_cost",NA,NA,NA,NA,NA,NA
"212","Aldeatejada","low_cost",1.399,1.399,1.399,NA,NA,NA
"213","Aldehuela de la Bóveda","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"214","Aledo","low_cost",1.36,1.36,1.36,NA,NA,NA
"215","Alegría-Dulantzi","low_cost",1.439,1.399,1.419,NA,NA,NA
"216","Alella","low_cost",1.429,1.349,1.389,NA,NA,NA
"217","Alfacar","low_cost",1.327,1.327,1.327,NA,NA,NA
"218","Alfacar","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"219","Alfafar","low_cost",1.359,1.239,1.274,NA,NA,NA
"220","Alfafar","no_low_cost",1.379,1.359,1.373,NA,NA,NA
"221","Alfajarín","low_cost",NA,NA,NA,NA,NA,NA
"222","Alfajarín","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"223","Alfambra","low_cost",1.369,1.369,1.369,NA,NA,NA
"224","Alfamén","low_cost",1.359,1.359,1.359,NA,NA,NA
"225","Alfara del Patriarca","low_cost",1.289,1.289,1.289,NA,NA,NA
"226","Alfarnate","low_cost",1.313,1.313,1.313,NA,NA,NA
"227","Alfaro","low_cost",1.409,1.255,1.35766666666667,NA,NA,NA
"228","Alfarp","low_cost",1.309,1.309,1.309,NA,NA,NA
"229","Alfarràs","low_cost",1.389,1.389,1.389,NA,NA,NA
"230","Alfàs del Pi (l')","low_cost",1.419,1.245,1.303,NA,NA,NA
"231","Alfàs del Pi (l')","no_low_cost",1.419,1.379,1.399,NA,NA,NA
"232","Alfés","no_low_cost",1.439,1.399,1.42566666666667,NA,NA,NA
"233","Alforja","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"234","Alfoz","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"235","Alfoz de Lloredo","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"236","Algaba (La)","low_cost",1.299,1.299,1.299,NA,NA,NA
"237","Algaba (La)","no_low_cost",1.409,1.409,1.409,1.589,1.589,1.589
"238","Algaida","no_low_cost",1.459,1.459,1.459,NA,NA,NA
"239","Algámitas","low_cost",1.27,1.27,1.27,NA,NA,NA
"240","Algar","low_cost",1.359,1.359,1.359,NA,NA,NA
"241","Algarinejo","low_cost",1.349,1.349,1.349,NA,NA,NA
"242","Algarrobo","low_cost",1.285,1.285,1.285,NA,NA,NA
"243","Algarrobo","no_low_cost",1.419,1.399,1.41233333333333,NA,NA,NA
"244","Algeciras","low_cost",1.379,1.197,1.29366666666667,NA,NA,NA
"245","Algeciras","no_low_cost",1.399,1.349,1.3774,NA,NA,NA
"246","Algemesí","low_cost",1.379,1.287,1.32442857142857,NA,NA,NA
"247","Algemesí","no_low_cost",1.359,1.359,1.359,NA,NA,NA
"248","Algerri","low_cost",1.349,1.349,1.349,NA,NA,NA
"249","Algete","low_cost",1.409,1.319,1.364,NA,NA,NA
"250","Algete","no_low_cost",1.399,1.349,1.38233333333333,NA,NA,NA
"251","Algimia de Alfara","low_cost",1.28,1.28,1.28,NA,NA,NA
"252","Alginet","low_cost",1.318,1.269,1.291,NA,NA,NA
"253","Algodonales","low_cost",1.276,1.276,1.276,NA,NA,NA
"254","Algodonales","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"255","Algora","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"256","Algorfa","no_low_cost",1.405,1.405,1.405,NA,NA,NA
"257","Alguaire","low_cost",NA,NA,NA,NA,NA,NA
"258","Alguaire","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"259","Algueña","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"260","Alhama de Almería","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"261","Alhama de Granada","low_cost",1.24,1.24,1.24,NA,NA,NA
"262","Alhama de Granada","no_low_cost",1.389,1.369,1.379,NA,NA,NA
"263","Alhama de Murcia","low_cost",1.349,1.279,1.30233333333333,NA,NA,NA
"264","Alhama de Murcia","no_low_cost",1.399,1.369,1.3865,NA,NA,NA
"265","Alhaurín de la Torre","low_cost",1.409,1.287,1.34525,NA,NA,NA
"266","Alhaurín de la Torre","no_low_cost",1.367,1.367,1.367,NA,NA,NA
"267","Alhaurín el Grande","low_cost",1.409,1.329,1.38233333333333,NA,NA,NA
"268","Alhaurín el Grande","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"269","Alhendín","low_cost",1.378,1.378,1.378,NA,NA,NA
"270","Alhendín","no_low_cost",1.359,1.359,1.359,NA,NA,NA
"271","Aliaga","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"272","Aliaguilla","low_cost",1.309,1.309,1.309,NA,NA,NA
"273","Alicante/Alacant","low_cost",NA,NA,NA,NA,NA,NA
"274","Alicante/Alacant","no_low_cost",1.399,1.369,1.38616666666667,NA,NA,NA
"275","Aliseda","low_cost",1.379,1.379,1.379,NA,NA,NA
"276","Aljaraque","low_cost",1.339,1.324,1.33,NA,NA,NA
"277","Allariz","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"278","Aller","no_low_cost",1.419,1.409,1.41566666666667,NA,NA,NA
"279","Allo","low_cost",NA,NA,NA,NA,NA,NA
"280","Almacelles","low_cost",1.22,1.22,1.22,NA,NA,NA
"281","Almacelles","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"282","Almadén","low_cost",1.379,1.379,1.379,NA,NA,NA
"283","Almadén","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"284","Almadén de la Plata","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"285","Almadrones","no_low_cost",1.399,1.399,1.399,1.589,1.589,1.589
"286","Almagro","low_cost",1.349,1.349,1.349,NA,NA,NA
"287","Almagro","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"288","Almansa","low_cost",1.309,1.299,1.30566666666667,NA,NA,NA
"289","Almansa","no_low_cost",1.419,1.369,1.39566666666667,NA,NA,NA
"290","Almaraz","no_low_cost",1.439,1.438,1.4385,NA,NA,NA
"291","Almarcha (La)","low_cost",1.399,1.399,1.399,NA,NA,NA
"292","Almargen","low_cost",1.189,1.189,1.189,NA,NA,NA
"293","Almargen","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"294","Almarza","low_cost",1.389,1.389,1.389,NA,NA,NA
"295","Almàssera","low_cost",1.299,1.299,1.299,NA,NA,NA
"296","Almazán","low_cost",1.359,1.299,1.329,NA,NA,NA
"297","Almazán","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"298","Almazora/Almassora","low_cost",1.389,1.259,1.339,NA,NA,NA
"299","Almazora/Almassora","no_low_cost",1.374,1.374,1.374,NA,NA,NA
"300","Almedina","low_cost",1.249,1.249,1.249,NA,NA,NA
"301","Almedinilla","low_cost",1.295,1.22,1.27,NA,NA,NA
"302","Almeida de Sayago","low_cost",1.389,1.389,1.389,NA,NA,NA
"303","Almenar","low_cost",1.348,1.348,1.348,NA,NA,NA
"304","Almenara","no_low_cost",1.399,1.385,1.392,NA,NA,NA
"305","Almendral","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"306","Almendralejo","low_cost",1.399,1.239,1.32755555555556,NA,NA,NA
"307","Almendralejo","no_low_cost",1.419,1.329,1.3865,NA,NA,NA
"308","Almensilla","low_cost",1.319,1.319,1.319,NA,NA,NA
"309","Almería","low_cost",1.389,1.267,1.322,NA,NA,NA
"310","Almería","no_low_cost",1.409,1.379,1.39257142857143,NA,NA,NA
"311","Almiserà","no_low_cost",1.349,1.349,1.349,NA,NA,NA
"312","Almodóvar del Campo","low_cost",NA,NA,NA,NA,NA,NA
"313","Almodóvar del Campo","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"314","Almodóvar del Pinar","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"315","Almodóvar del Río","low_cost",1.339,1.299,1.319,NA,NA,NA
"316","Almodóvar del Río","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"317","Almoguera","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"318","Almoharín","low_cost",1.223,1.223,1.223,NA,NA,NA
"319","Almoharín","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"320","Almoines","low_cost",1.299,1.299,1.299,NA,NA,NA
"321","Almolda (La)","no_low_cost",1.385,1.385,1.385,NA,NA,NA
"322","Almonacid de Toledo","low_cost",1.287,1.287,1.287,NA,NA,NA
"323","Almonacid de Zorita","low_cost",1.389,1.389,1.389,NA,NA,NA
"324","Almonacid del Marquesado","low_cost",1.279,1.279,1.279,NA,NA,NA
"325","Almonte","low_cost",1.379,1.354,1.36733333333333,NA,NA,NA
"326","Almonte","no_low_cost",1.399,1.367,1.37833333333333,NA,NA,NA
"327","Almoradí","low_cost",1.309,1.269,1.289,NA,NA,NA
"328","Almoradí","no_low_cost",1.409,1.395,1.401,NA,NA,NA
"329","Almorox","low_cost",1.289,1.289,1.289,NA,NA,NA
"330","Almudévar","low_cost",1.23,1.23,1.23,NA,NA,NA
"331","Almudévar","no_low_cost",1.369,1.369,1.369,1.549,1.549,1.549
"332","Almuñécar","low_cost",1.412,1.412,1.412,NA,NA,NA
"333","Almuñécar","no_low_cost",1.419,1.355,1.387,NA,NA,NA
"334","Almunia de Doña Godina (La)","low_cost",1.319,1.287,1.29766666666667,NA,NA,NA
"335","Almunia de Doña Godina (La)","no_low_cost",1.369,1.339,1.354,NA,NA,NA
"336","Almuradiel","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"337","Almussafes","low_cost",1.259,1.259,1.259,NA,NA,NA
"338","Alonsotegi","low_cost",1.449,1.449,1.449,NA,NA,NA
"339","Álora","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"340","Alosno","no_low_cost",1.429,1.409,1.419,NA,NA,NA
"341","Alovera","low_cost",NA,NA,NA,NA,NA,NA
"342","Alovera","no_low_cost",1.429,1.409,1.419,NA,NA,NA
"343","Alozaina","low_cost",1.346,1.346,1.346,NA,NA,NA
"344","Alpedrete","low_cost",1.369,1.199,1.284,NA,NA,NA
"345","Alpedrete","no_low_cost",1.419,1.419,1.419,1.609,1.609,1.609
"346","Alpera","low_cost",1.258,1.258,1.258,NA,NA,NA
"347","Alpicat","low_cost",NA,NA,NA,NA,NA,NA
"348","Alpicat","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"349","Alpuente","low_cost",1.279,1.279,1.279,NA,NA,NA
"350","Alquería de la Condesa/Alqueria de la Comtessa (l')","low_cost",1.329,1.329,1.329,NA,NA,NA
"351","Alquería de la Condesa/Alqueria de la Comtessa (l')","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"352","Alquerías del Niño Perdido","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"353","Altafulla","no_low_cost",1.445,1.429,1.43633333333333,NA,NA,NA
"354","Altea","low_cost",1.409,1.255,1.332,NA,NA,NA
"355","Altea","no_low_cost",1.419,1.409,1.4115,NA,NA,NA
"356","Altorricón","low_cost",NA,NA,NA,NA,NA,NA
"357","Altsasu/Alsasua","low_cost",1.409,1.259,1.334,NA,NA,NA
"358","Altsasu/Alsasua","no_low_cost",1.411,1.409,1.40966666666667,NA,NA,NA
"359","Altura","low_cost",1.336,1.336,1.336,NA,NA,NA
"360","Alzira","low_cost",1.409,1.209,1.3028,NA,NA,NA
"361","Alzira","no_low_cost",1.429,1.359,1.4065,NA,NA,NA
"362","Ambel","low_cost",NA,NA,NA,NA,NA,NA
"363","Amer","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"364","Ames","low_cost",1.409,1.409,1.409,NA,NA,NA
"365","Ames","no_low_cost",1.398,1.398,1.398,NA,NA,NA
"366","Améscoa Baja","low_cost",1.399,1.399,1.399,NA,NA,NA
"367","Ametlla de Mar (L')","low_cost",1.249,1.218,1.2335,NA,NA,NA
"368","Ametlla de Mar (L')","no_low_cost",1.409,1.404,1.4065,NA,NA,NA
"369","Ametlla del Vallès (L')","low_cost",1.449,1.269,1.359,NA,NA,NA
"370","Ameyugo","no_low_cost",1.475,1.475,1.475,NA,NA,NA
"371","Amorebieta-Etxano","low_cost",1.459,1.459,1.459,NA,NA,NA
"372","Amorebieta-Etxano","no_low_cost",1.449,1.449,1.449,NA,NA,NA
"373","Ampolla (L')","low_cost",1.379,1.318,1.3485,NA,NA,NA
"374","Ampolla (L')","no_low_cost",1.379,1.344,1.3615,NA,NA,NA
"375","Amposta","low_cost",1.279,1.192,1.2286,NA,NA,NA
"376","Amposta","no_low_cost",1.409,1.339,1.384,NA,NA,NA
"377","Ampudia","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"378","Ampuero","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"379","Amurrio","low_cost",1.379,1.379,1.379,NA,NA,NA
"380","Amurrio","no_low_cost",1.445,1.445,1.445,NA,NA,NA
"381","Amusco","low_cost",NA,NA,NA,NA,NA,NA
"382","Andilla","low_cost",1.319,1.319,1.319,NA,NA,NA
"383","Andoain","low_cost",1.419,1.279,1.349,NA,NA,NA
"384","Andorra","low_cost",1.264,1.264,1.264,NA,NA,NA
"385","Andorra","no_low_cost",1.365,1.365,1.365,NA,NA,NA
"386","Andosilla","low_cost",1.28,1.28,1.28,NA,NA,NA
"387","Andratx","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"388","Andújar","low_cost",1.429,1.167,1.3425,NA,NA,NA
"389","Andújar","no_low_cost",1.419,1.389,1.40233333333333,NA,NA,NA
"390","Anglès","no_low_cost",1.389,1.349,1.369,NA,NA,NA
"391","Anglesola","low_cost",1.189,1.189,1.189,NA,NA,NA
"392","Aniñón","low_cost",1.324,1.324,1.324,NA,NA,NA
"393","Anna","low_cost",1.329,1.329,1.329,NA,NA,NA
"394","Añora","low_cost",NA,NA,NA,NA,NA,NA
"395","Añover de Tajo","low_cost",1.459,1.3,1.376,NA,NA,NA
"396","Ansoáin","low_cost",NA,NA,NA,NA,NA,NA
"397","Antas","low_cost",1.369,1.299,1.334,NA,NA,NA
"398","Antas","no_low_cost",1.399,1.379,1.389,NA,NA,NA
"399","Antas de Ulla","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"400","Antequera","low_cost",NA,NA,NA,NA,NA,NA
"401","Antequera","no_low_cost",1.419,1.379,1.41066666666667,NA,NA,NA
"402","Antigua","low_cost",1.173,1.149,1.161,NA,NA,NA
"403","Antigua","no_low_cost",1.159,1.159,1.159,NA,NA,NA
"404","Anue","low_cost",1.349,1.349,1.349,NA,NA,NA
"405","Aoiz/Agoitz","low_cost",1.389,1.389,1.389,NA,NA,NA
"406","Aracena","low_cost",1.379,1.359,1.37233333333333,NA,NA,NA
"407","Aracena","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"408","Arafo","low_cost",1.109,1.079,1.094,NA,NA,NA
"409","Arafo","no_low_cost",1.089,1.079,1.084,NA,NA,NA
"410","Arahal","low_cost",1.309,1.299,1.304,NA,NA,NA
"411","Arahal","no_low_cost",1.409,1.391,1.4045,NA,NA,NA
"412","Araitz","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"413","Arakil","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"414","Aranda de Duero","low_cost",NA,NA,NA,NA,NA,NA
"415","Aranda de Duero","no_low_cost",1.379,1.358,1.3685,NA,NA,NA
"416","Aranguren","low_cost",NA,NA,NA,NA,NA,NA
"417","Aranguren","no_low_cost",1.439,1.409,1.424,NA,NA,NA
"418","Aranjuez","low_cost",1.419,1.298,1.362,NA,NA,NA
"419","Aranjuez","no_low_cost",1.409,1.349,1.37433333333333,NA,NA,NA
"420","Arapiles","low_cost",1.409,1.409,1.409,NA,NA,NA
"421","Arapiles","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"422","Arbeca","no_low_cost",1.225,1.225,1.225,NA,NA,NA
"423","Arbo","low_cost",1.365,1.365,1.365,NA,NA,NA
"424","Arbo","no_low_cost",1.378,1.378,1.378,NA,NA,NA
"425","Arboç (L')","low_cost",1.419,1.419,1.419,NA,NA,NA
"426","Arboç (L')","no_low_cost",1.459,1.425,1.442,NA,NA,NA
"427","Arboleas","low_cost",1.249,1.209,1.229,NA,NA,NA
"428","Arbúcies","low_cost",1.269,1.189,1.229,NA,NA,NA
"429","Arbúcies","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"430","Archena","low_cost",1.3,1.279,1.286,NA,NA,NA
"431","Archena","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"432","Archidona","low_cost",1.359,1.229,1.294,NA,NA,NA
"433","Archidona","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"434","Arcos","low_cost",1.249,1.249,1.249,NA,NA,NA
"435","Arcos (Los)","low_cost",1.299,1.284,1.2915,NA,NA,NA
"436","Arcos (Los)","no_low_cost",1.449,1.449,1.449,NA,NA,NA
"437","Arcos de Jalón","low_cost",1.187,1.187,1.187,NA,NA,NA
"438","Arcos de Jalón","no_low_cost",1.399,1.389,1.39566666666667,NA,NA,NA
"439","Arcos de la Frontera","low_cost",1.379,1.307,1.34871428571429,NA,NA,NA
"440","Arcos de la Frontera","no_low_cost",1.409,1.298,1.362,NA,NA,NA
"441","Ardales","low_cost",1.316,1.289,1.3025,NA,NA,NA
"442","Ardón","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"443","Arén","low_cost",1.35,1.35,1.35,NA,NA,NA
"444","Arenales de San Gregorio","low_cost",NA,NA,NA,NA,NA,NA
"445","Arenas de Iguña","low_cost",1.399,1.399,1.399,NA,NA,NA
"446","Arenas de San Juan","low_cost",1.24,1.24,1.24,NA,NA,NA
"447","Arenas de San Juan","no_low_cost",1.417,1.417,1.417,NA,NA,NA
"448","Arenas de San Pedro","low_cost",1.369,1.369,1.369,NA,NA,NA
"449","Arenys de Mar","low_cost",1.429,1.369,1.399,NA,NA,NA
"450","Arenys de Munt","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"451","Arévalo","low_cost",1.429,1.429,1.429,NA,NA,NA
"452","Arévalo","no_low_cost",1.439,1.399,1.419,NA,NA,NA
"453","Argamasilla de Alba","low_cost",1.369,1.259,1.30233333333333,NA,NA,NA
"454","Argamasilla de Alba","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"455","Argamasilla de Calatrava","low_cost",1.369,1.286,1.31666666666667,NA,NA,NA
"456","Argamasilla de Calatrava","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"457","Arganda del Rey","low_cost",1.429,1.299,1.339,NA,NA,NA
"458","Arganda del Rey","no_low_cost",1.432,1.429,1.4305,NA,NA,NA
"459","Argentona","low_cost",1.449,1.449,1.449,NA,NA,NA
"460","Argés","low_cost",1.309,1.309,1.309,NA,NA,NA
"461","Argés","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"462","Arguedas","low_cost",NA,NA,NA,NA,NA,NA
"463","Arico","low_cost",1.094,1.089,1.0915,NA,NA,NA
"464","Arico","no_low_cost",1.094,1.079,1.08733333333333,NA,NA,NA
"465","Ariza","no_low_cost",1.385,1.385,1.385,1.579,1.579,1.579
"466","Arjona","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"467","Arjonilla","low_cost",1.369,1.215,1.292,NA,NA,NA
"468","Armilla","low_cost",1.279,1.207,1.2454,NA,NA,NA
"469","Armilla","no_low_cost",1.389,1.349,1.369,NA,NA,NA
"470","Arnedo","low_cost",1.345,1.345,1.345,NA,NA,NA
"471","Arnedo","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"472","Arnuero","low_cost",1.409,1.409,1.409,NA,NA,NA
"473","Arnuero","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"474","Aroche","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"475","Arona","low_cost",1.134,1.029,1.1016,NA,NA,NA
"476","Arona","no_low_cost",1.134,1.099,1.1148,NA,NA,NA
"477","Arquillos","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"478","Arraia-Maeztu","low_cost",1.145,1.145,1.145,NA,NA,NA
"479","Arrasate/Mondragón","low_cost",1.439,1.374,1.40066666666667,NA,NA,NA
"480","Arrasate/Mondragón","no_low_cost",1.449,1.344,1.3965,NA,NA,NA
"481","Arrazua-Ubarrundia","low_cost",1.439,1.439,1.439,NA,NA,NA
"482","Arrecife","low_cost",1.162,1.153,1.15663636363636,NA,NA,NA
"483","Arrecife","no_low_cost",1.159,1.153,1.15666666666667,NA,NA,NA
"484","Arriate","low_cost",1.369,1.369,1.369,NA,NA,NA
"485","Arrigorriaga","low_cost",1.469,1.429,1.449,NA,NA,NA
"486","Arróniz","low_cost",1.299,1.299,1.299,NA,NA,NA
"487","Arroyo de la Encomienda","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"488","Arroyo de la Luz","no_low_cost",1.355,1.355,1.355,NA,NA,NA
"489","Arroyo de San Serván","no_low_cost",1.459,1.459,1.459,NA,NA,NA
"490","Arroyo del Ojanco","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"491","Arroyomolinos","low_cost",NA,NA,NA,NA,NA,NA
"492","Arroyomolinos","no_low_cost",1.429,1.389,1.409,NA,NA,NA
"493","Artà","low_cost",1.439,1.439,1.439,NA,NA,NA
"494","Artà","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"495","Artajona","low_cost",1.329,1.29,1.3095,NA,NA,NA
"496","Artana","low_cost",1.359,1.359,1.359,NA,NA,NA
"497","Artea","low_cost",1.439,1.439,1.439,NA,NA,NA
"498","Arteixo","low_cost",1.389,1.299,1.344,NA,NA,NA
"499","Arteixo","no_low_cost",1.419,1.349,1.394,NA,NA,NA
"500","Artenara","low_cost",1.099,1.099,1.099,NA,NA,NA
"501","Artés","low_cost",1.299,1.299,1.299,NA,NA,NA
"502","Artesa de Lleida","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"503","Artesa de Segre","low_cost",1.399,1.259,1.329,NA,NA,NA
"504","Artziniega","low_cost",1.415,1.415,1.415,NA,NA,NA
"505","Arucas","low_cost",1.109,1.079,1.096125,NA,NA,NA
"506","Arucas","no_low_cost",1.089,1.089,1.089,NA,NA,NA
"507","Arzúa","low_cost",1.409,1.409,1.409,NA,NA,NA
"508","Arzúa","no_low_cost",1.409,1.389,1.399,NA,NA,NA
"509","Aspa","low_cost",1.25,1.25,1.25,NA,NA,NA
"510","Asparrena","low_cost",1.417,1.417,1.417,NA,NA,NA
"511","Asparrena","no_low_cost",1.359,1.359,1.359,NA,NA,NA
"512","Aspe","low_cost",1.375,1.267,1.3286,NA,NA,NA
"513","Aspe","no_low_cost",1.389,1.309,1.35566666666667,NA,NA,NA
"514","Astigarraga","low_cost",1.449,1.319,1.384,NA,NA,NA
"515","Astillero (El)","low_cost",1.385,1.309,1.34433333333333,NA,NA,NA
"516","Astillero (El)","no_low_cost",1.385,1.385,1.385,NA,NA,NA
"517","Astorga","low_cost",1.349,1.349,1.349,NA,NA,NA
"518","Astorga","no_low_cost",1.459,1.439,1.449,NA,NA,NA
"519","Atalaya del Cañavate","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"520","Ataquines","low_cost",1.289,1.289,1.289,NA,NA,NA
"521","Ataquines","no_low_cost",1.388,1.388,1.388,NA,NA,NA
"522","Atarfe","low_cost",1.278,1.276,1.2776,NA,NA,NA
"523","Atarfe","no_low_cost",1.389,1.359,1.374,NA,NA,NA
"524","Ataun","low_cost",1.429,1.429,1.429,NA,NA,NA
"525","Ateca","low_cost",1.369,1.369,1.369,NA,NA,NA
"526","Atienza","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"527","Atzeneta del Maestrat","low_cost",1.379,1.379,1.379,NA,NA,NA
"528","Autol","low_cost",1.319,1.319,1.319,NA,NA,NA
"529","Autol","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"530","Ávila","low_cost",1.429,1.279,1.337,NA,NA,NA
"531","Ávila","no_low_cost",1.439,1.339,1.41525,NA,NA,NA
"532","Avilés","low_cost",1.399,1.247,1.304,NA,NA,NA
"533","Avilés","no_low_cost",1.409,1.389,1.39725,NA,NA,NA
"534","Avinyó","low_cost",1.399,1.399,1.399,1.609,1.609,1.609
"535","Avinyonet de Puigventós","low_cost",1.299,1.299,1.299,NA,NA,NA
"536","Avión","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"537","Ayamonte","low_cost",1.399,1.354,1.3765,NA,NA,NA
"538","Ayamonte","no_low_cost",1.389,1.334,1.36233333333333,NA,NA,NA
"539","Ayerbe","low_cost",1.369,1.369,1.369,NA,NA,NA
"540","Ayllón","low_cost",1.359,1.359,1.359,NA,NA,NA
"541","Ayora","low_cost",1.259,1.247,1.253,NA,NA,NA
"542","Ayora","no_low_cost",1.365,1.365,1.365,NA,NA,NA
"543","Azagra","low_cost",NA,NA,NA,NA,NA,NA
"544","Azkoitia","low_cost",1.429,1.409,1.419,NA,NA,NA
"545","Aznalcázar","low_cost",1.339,1.339,1.339,NA,NA,NA
"546","Aznalcázar","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"547","Aznalcóllar","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"548","Azpeitia","low_cost",1.429,1.389,1.41233333333333,NA,NA,NA
"549","Azuaga","low_cost",1.379,1.369,1.374,NA,NA,NA
"550","Azuaga","no_low_cost",1.459,1.459,1.459,NA,NA,NA
"551","Azuara","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"552","Azuqueca de Henares","low_cost",1.299,1.299,1.299,NA,NA,NA
"553","Azuqueca de Henares","no_low_cost",1.429,1.399,1.41566666666667,NA,NA,NA
"554","Badajoz","low_cost",1.454,1.139,1.32175,NA,NA,NA
"555","Badajoz","no_low_cost",1.519,1.319,1.4209375,NA,NA,NA
"556","Badalona","low_cost",1.429,1.184,1.33244444444444,NA,NA,NA
"557","Badalona","no_low_cost",1.449,1.369,1.42275,NA,NA,NA
"558","Badia del Vallès","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"559","Badolatosa","low_cost",1.379,1.263,1.321,NA,NA,NA
"560","Baena","low_cost",1.389,1.26,1.3,NA,NA,NA
